transactionId,ledgerReference,status,amount,currency,postedAt,entryType,accountReference,metadata
TXN-90319,LED-90319,POSTED,12500.0,INR,2026-08-02 21:53:12,CREDIT,ACC-1009,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90321,LED-90321,POSTED,1999.0,INR,2026-08-02 22:01:42,CREDIT,ACC-1099,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90322,LED-90322,POSTED,6750.0,INR,2026-08-02 22:17:23,CREDIT,ACC-1004,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90324,LED-90324,POSTED,499.0,INR,2026-08-02 22:24:17,CREDIT,ACC-1090,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90325,LED-90325,POSTED,1999.0,INR,2026-08-02 21:51:52,CREDIT,ACC-1088,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90326,LED-90326,POSTED,3499.0,INR,2026-08-02 22:42:12,CREDIT,ACC-1100,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90327,LED-90327,POSTED,4200.0,INR,2026-08-02 22:48:14,CREDIT,ACC-1056,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90328,LED-90328,POSTED,199.0,INR,2026-08-02 23:03:37,CREDIT,ACC-1088,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90329,LED-90329,POSTED,2899.0,INR,2026-08-02 22:51:17,CREDIT,ACC-1094,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90331,LED-90331,POSTED,1250.0,INR,2026-08-02 23:03:04,CREDIT,ACC-1042,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90334,LED-90334,POSTED,4200.0,INR,2026-08-02 23:30:10,CREDIT,ACC-1040,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90335,LED-90335,POSTED,1499.0,INR,2026-08-02 23:33:11,CREDIT,ACC-1073,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90336,LED-90336,POSTED,12500.0,INR,2026-08-02 23:36:12,CREDIT,ACC-1043,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90338,LED-90338,POSTED,2899.0,INR,2026-08-02 23:53:50,CREDIT,ACC-1065,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90339,LED-90339,POSTED,12500.0,INR,2026-08-03 00:22:48,CREDIT,ACC-1084,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90340,LED-90340,POSTED,8999.0,INR,2026-08-03 00:12:29,CREDIT,ACC-1075,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90343,LED-90343,POSTED,1250.0,INR,2026-08-03 00:37:46,CREDIT,ACC-1043,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90344,LED-90344,POSTED,999.0,INR,2026-08-03 00:39:22,CREDIT,ACC-1088,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90345,LED-90345,POSTED,799.0,INR,2026-08-03 00:42:08,CREDIT,ACC-1100,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90346,LED-90346,POSTED,1599.0,INR,2026-08-03 00:56:33,CREDIT,ACC-1041,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90347,LED-90347,POSTED,8999.0,INR,2026-08-03 00:55:25,CREDIT,ACC-1080,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90348,LED-90348,POSTED,4200.0,INR,2026-08-03 01:19:52,CREDIT,ACC-1055,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90349,LED-90349,POSTED,2899.0,INR,2026-08-03 01:32:45,CREDIT,ACC-1050,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90350,LED-90350,POSTED,2499.0,INR,2026-08-03 01:26:45,CREDIT,ACC-1011,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90352,LED-90352,POSTED,199.0,INR,2026-08-03 01:25:27,CREDIT,ACC-1099,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90354,LED-90354,POSTED,8999.0,INR,2026-08-03 01:53:35,CREDIT,ACC-1070,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90355,LED-90355,POSTED,1250.0,INR,2026-08-03 01:56:41,CREDIT,ACC-1100,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90356,LED-90356,POSTED,1499.0,INR,2026-08-03 02:18:30,CREDIT,ACC-1024,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90357,LED-90357,POSTED,12500.0,INR,2026-08-03 02:07:04,CREDIT,ACC-1079,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90358,LED-90358,POSTED,199.0,INR,2026-08-03 02:29:52,CREDIT,ACC-1044,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90359,LED-90359,POSTED,199.0,INR,2026-08-03 02:36:40,CREDIT,ACC-1072,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90360,LED-90360,POSTED,4999.0,INR,2026-08-03 02:32:35,CREDIT,ACC-1098,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90361,LED-90361,POSTED,1999.0,INR,2026-08-03 02:42:26,CREDIT,ACC-1003,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90362,LED-90362,POSTED,1999.0,INR,2026-08-03 02:39:35,CREDIT,ACC-1049,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90363,LED-90363,POSTED,999.0,INR,2026-08-03 03:03:33,CREDIT,ACC-1024,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90364,LED-90364,POSTED,12500.0,INR,2026-08-03 02:57:51,CREDIT,ACC-1009,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90365,LED-90365,POSTED,1499.0,INR,2026-08-03 03:04:12,CREDIT,ACC-1088,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90366,LED-90366,POSTED,3499.0,INR,2026-08-03 03:22:45,CREDIT,ACC-1061,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90367,LED-90367,POSTED,4999.0,INR,2026-08-03 03:19:20,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90368,LED-90368,POSTED,199.0,INR,2026-08-03 03:43:05,CREDIT,ACC-1043,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90369,LED-90369,POSTED,1999.0,INR,2026-08-03 03:27:56,CREDIT,ACC-1026,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90370,LED-90370,POSTED,199.0,INR,2026-08-03 03:59:57,CREDIT,ACC-1084,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90373,LED-90373,POSTED,1599.0,INR,2026-08-03 04:14:59,CREDIT,ACC-1089,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90374,LED-90374,POSTED,4999.0,INR,2026-08-03 04:23:32,CREDIT,ACC-1019,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90376,LED-90376,POSTED,12500.0,INR,2026-08-03 04:20:57,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90377,LED-90377,POSTED,299.0,INR,2026-08-03 04:28:17,CREDIT,ACC-1023,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90378,LED-90378,POSTED,1599.0,INR,2026-08-03 04:41:44,CREDIT,ACC-1024,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90379,LED-90379,POSTED,1250.0,INR,2026-08-03 04:47:11,CREDIT,ACC-1078,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90380,LED-90380,POSTED,12500.0,INR,2026-08-03 05:05:27,CREDIT,ACC-1088,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90381,LED-90381,POSTED,3499.0,INR,2026-08-03 04:20:52,CREDIT,ACC-1072,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90382,LED-90382,POSTED,1499.0,INR,2026-08-03 05:18:41,CREDIT,ACC-1030,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90384,LED-90384,POSTED,2499.0,INR,2026-08-03 05:19:03,CREDIT,ACC-1092,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90385,LED-90385,POSTED,299.0,INR,2026-08-03 05:30:41,CREDIT,ACC-1061,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90386,LED-90386,POSTED,1599.0,INR,2026-08-03 05:48:00,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90388,LED-90388,POSTED,2899.0,INR,2026-08-03 05:38:32,CREDIT,ACC-1086,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90389,LED-90389,POSTED,1599.0,INR,2026-08-03 06:02:41,CREDIT,ACC-1082,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90390,LED-90390,POSTED,2899.0,INR,2026-08-03 06:05:44,CREDIT,ACC-1003,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90391,LED-90391,POSTED,1499.0,INR,2026-08-03 06:07:57,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90392,LED-90392,POSTED,3499.0,INR,2026-08-03 06:12:09,CREDIT,ACC-1045,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90393,LED-90393,POSTED,2899.0,INR,2026-08-03 06:12:01,CREDIT,ACC-1100,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90394,LED-90394,POSTED,1999.0,INR,2026-08-03 06:32:57,CREDIT,ACC-1052,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90395,LED-90395,POSTED,799.0,INR,2026-08-03 06:52:27,CREDIT,ACC-1046,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90396,LED-90396,POSTED,4999.0,INR,2026-08-03 06:35:07,CREDIT,ACC-1091,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90397,LED-90397,POSTED,1599.0,INR,2026-08-03 07:05:13,CREDIT,ACC-1005,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90398,LED-90398,POSTED,499.0,INR,2026-08-03 06:56:16,CREDIT,ACC-1034,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90399,LED-90399,POSTED,6750.0,INR,2026-08-03 07:18:09,CREDIT,ACC-1068,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90400,LED-90400,POSTED,799.0,INR,2026-08-03 07:04:39,CREDIT,ACC-1003,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90401,LED-90401,POSTED,1499.0,INR,2026-08-03 07:17:49,CREDIT,ACC-1090,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90402,LED-90402,POSTED,2499.0,INR,2026-08-03 07:22:33,CREDIT,ACC-1100,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90403,LED-90403,POSTED,1499.0,INR,2026-08-03 07:26:18,CREDIT,ACC-1009,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90404,LED-90404,POSTED,199.0,INR,2026-08-03 07:30:35,CREDIT,ACC-1077,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90405,LED-90405,POSTED,4200.0,INR,2026-08-03 07:58:20,CREDIT,ACC-1058,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90406,LED-90406,POSTED,2899.0,INR,2026-08-03 08:09:58,CREDIT,ACC-1011,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90408,LED-90408,POSTED,1599.0,INR,2026-08-03 08:18:10,CREDIT,ACC-1027,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90410,LED-90410,POSTED,499.0,INR,2026-08-03 08:32:58,CREDIT,ACC-1027,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90411,LED-90411,POSTED,199.0,INR,2026-08-03 08:31:57,CREDIT,ACC-1021,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90413,LED-90413,POSTED,299.0,INR,2026-08-03 08:53:56,CREDIT,ACC-1035,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90414,LED-90414,POSTED,6750.0,INR,2026-08-03 08:48:21,CREDIT,ACC-1047,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90415,LED-90415,POSTED,3499.0,INR,2026-08-03 09:08:02,CREDIT,ACC-1045,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90416,LED-90416,POSTED,8999.0,INR,2026-08-03 09:08:56,CREDIT,ACC-1042,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90417,LED-90417,POSTED,199.0,INR,2026-08-03 09:25:49,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90418,LED-90418,POSTED,499.0,INR,2026-08-03 09:14:40,CREDIT,ACC-1020,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90419,LED-90419,POSTED,12500.0,INR,2026-08-03 08:42:25,CREDIT,ACC-1019,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90421,LED-90421,POSTED,2899.0,INR,2026-08-03 09:40:46,CREDIT,ACC-1010,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90422,LED-90422,POSTED,1999.0,INR,2026-08-03 09:52:26,CREDIT,ACC-1095,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90423,LED-90423,POSTED,4200.0,INR,2026-08-03 10:08:44,CREDIT,ACC-1051,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90424,LED-90424,POSTED,4200.0,INR,2026-08-03 10:07:17,CREDIT,ACC-1066,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90425,LED-90425,POSTED,499.0,INR,2026-08-03 10:20:35,CREDIT,ACC-1080,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90426,LED-90426,POSTED,2499.0,INR,2026-08-03 10:26:25,CREDIT,ACC-1059,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90428,LED-90428,POSTED,1250.0,INR,2026-08-03 10:41:27,CREDIT,ACC-1062,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90429,LED-90429,POSTED,299.0,INR,2026-08-03 10:40:56,CREDIT,ACC-1011,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90430,LED-90430,POSTED,999.0,INR,2026-08-03 10:46:21,CREDIT,ACC-1024,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90431,LED-90431,POSTED,8999.0,INR,2026-08-03 10:49:24,CREDIT,ACC-1005,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90432,LED-90432,POSTED,2499.0,INR,2026-08-03 10:55:50,CREDIT,ACC-1089,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90433,LED-90433,POSTED,999.0,INR,2026-08-03 11:15:30,CREDIT,ACC-1011,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90434,LED-90434,POSTED,4999.0,INR,2026-08-03 11:05:24,CREDIT,ACC-1055,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90435,LED-90435,POSTED,4999.0,INR,2026-08-03 11:23:19,CREDIT,ACC-1091,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90436,LED-90436,POSTED,3499.0,INR,2026-08-03 11:30:38,CREDIT,ACC-1040,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90437,LED-90437,POSTED,999.0,INR,2026-08-03 11:36:39,CREDIT,ACC-1025,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90438,LED-90438,POSTED,1999.0,INR,2026-08-03 11:51:04,CREDIT,ACC-1006,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90439,LED-90439,POSTED,4200.0,INR,2026-08-03 11:49:08,CREDIT,ACC-1014,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90441,LED-90441,POSTED,999.0,INR,2026-08-03 11:51:25,CREDIT,ACC-1033,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90442,LED-90442,POSTED,2899.0,INR,2026-08-03 11:55:32,CREDIT,ACC-1045,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90445,LED-90445,POSTED,799.0,INR,2026-08-03 12:28:30,CREDIT,ACC-1079,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90446,LED-90446,POSTED,12500.0,INR,2026-08-03 12:38:09,CREDIT,ACC-1060,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90447,LED-90447,POSTED,12500.0,INR,2026-08-03 12:31:24,CREDIT,ACC-1025,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90448,LED-90448,POSTED,12500.0,INR,2026-08-03 12:38:47,CREDIT,ACC-1020,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90449,LED-90449,POSTED,8999.0,INR,2026-08-03 12:18:42,CREDIT,ACC-1046,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90450,LED-90450,POSTED,299.0,INR,2026-08-03 13:15:18,CREDIT,ACC-1024,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90451,LED-90451,POSTED,2899.0,INR,2026-08-03 13:26:47,CREDIT,ACC-1043,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90452,LED-90452,POSTED,4999.0,INR,2026-08-03 13:20:09,CREDIT,ACC-1044,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90453,LED-90453,POSTED,1250.0,INR,2026-08-03 13:14:42,CREDIT,ACC-1041,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90454,LED-90454,POSTED,4200.0,INR,2026-08-03 13:26:50,CREDIT,ACC-1073,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90455,LED-90455,POSTED,2899.0,INR,2026-08-03 13:43:39,CREDIT,ACC-1071,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90456,LED-90456,POSTED,12500.0,INR,2026-08-03 13:56:08,CREDIT,ACC-1038,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90457,LED-90457,POSTED,1250.0,INR,2026-08-03 14:05:28,CREDIT,ACC-1026,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90458,LED-90458,POSTED,1999.0,INR,2026-08-03 14:03:52,CREDIT,ACC-1003,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90459,LED-90459,POSTED,299.0,INR,2026-08-03 13:25:05,CREDIT,ACC-1067,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90461,LED-90461,POSTED,1250.0,INR,2026-08-03 14:35:34,CREDIT,ACC-1009,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90462,LED-90462,POSTED,1499.0,INR,2026-08-03 14:28:00,CREDIT,ACC-1086,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90463,LED-90463,POSTED,299.0,INR,2026-08-03 14:30:02,CREDIT,ACC-1046,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90464,LED-90464,POSTED,1599.0,INR,2026-08-03 14:31:01,CREDIT,ACC-1082,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90466,LED-90466,POSTED,199.0,INR,2026-08-03 15:03:16,CREDIT,ACC-1011,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90468,LED-90468,POSTED,4200.0,INR,2026-08-03 15:06:43,CREDIT,ACC-1040,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90469,LED-90469,POSTED,299.0,INR,2026-08-03 15:28:49,CREDIT,ACC-1062,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90471,LED-90471,POSTED,4999.0,INR,2026-08-03 15:31:17,CREDIT,ACC-1038,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90473,LED-90473,POSTED,4999.0,INR,2026-08-03 15:59:26,CREDIT,ACC-1076,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90475,LED-90475,POSTED,3499.0,INR,2026-08-03 15:53:33,CREDIT,ACC-1053,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90476,LED-90476,POSTED,6750.0,INR,2026-08-03 15:54:32,CREDIT,ACC-1042,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90477,LED-90477,POSTED,3499.0,INR,2026-08-03 16:08:42,CREDIT,ACC-1034,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90478,LED-90478,POSTED,2899.0,INR,2026-08-03 16:24:25,CREDIT,ACC-1018,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90479,LED-90479,POSTED,2899.0,INR,2026-08-03 16:42:27,CREDIT,ACC-1032,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90480,LED-90480,POSTED,1250.0,INR,2026-08-03 16:46:52,CREDIT,ACC-1075,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90481,LED-90481,POSTED,799.0,INR,2026-08-03 16:39:46,CREDIT,ACC-1092,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90482,LED-90482,POSTED,499.0,INR,2026-08-03 16:02:02,CREDIT,ACC-1031,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90483,LED-90483,POSTED,1999.0,INR,2026-08-03 17:03:54,CREDIT,ACC-1037,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
TXN-90484,LED-90484,POSTED,8999.0,INR,2026-08-03 17:07:41,CREDIT,ACC-1043,"{""source"": ""mock_ledger"", ""environment"": ""hackathon"", ""accountType"": ""merchant_settlement""}"
